Boss,Game,Relation,Species
Princess Shroob,Mario & Luigi: Partners in Time,BOSS_IN,Shroob
Princess Shroob,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,Shroob
Piranha Plant,Super Mario Bros.,BOSS_IN,
Piranha Plant,Super Mario Kart,BOSS_IN,
Piranha Plant,Mario Party,BOSS_IN,
Piranha Plant,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,
Piranha Plant,Super Smash Bros. Ultimate,BOSS_IN,
Piranha Plant,Super Mario World 2: Yoshi's Island / Yoshi's Island: Super Mario Advance 3,BOSS_IN,
Piranha Plant,Paper Mario,BOSS_IN,
Piranha Plant,Super Mario Bros.: The Lost Levels,BOSS_IN,
Piranha Plant,Mario Kart 64,BOSS_IN,
Piranha Plant,Mario Party 2,BOSS_IN,
Piranha Plant,Mario & Luigi: Partners in Time,BOSS_IN,
Piranha Plant,Yoshi's Story,BOSS_IN,
Piranha Plant,Paper Mario: The Thousand-Year Door,BOSS_IN,
Piranha Plant,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN,
Piranha Plant,Mario Kart: Super Circuit,BOSS_IN,
Piranha Plant,Mario Party 3,BOSS_IN,
Piranha Plant,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,
Piranha Plant,Yoshi's Island DS,BOSS_IN,
Piranha Plant,Super Paper Mario,BOSS_IN,
Piranha Plant,Super Mario Land,BOSS_IN,
Piranha Plant,Mario Kart: Double Dash!!,BOSS_IN,
Piranha Plant,Mario Party 4,BOSS_IN,
Piranha Plant,Mario & Luigi: Dream Team,BOSS_IN,
Piranha Plant,Yoshi's New Island,BOSS_IN,
Piranha Plant,Paper Mario: Sticker Star,BOSS_IN,
Piranha Plant,Super Mario World,BOSS_IN,
Piranha Plant,Mario Kart Arcade GP series,BOSS_IN,
Piranha Plant,Mario Party 5,BOSS_IN,
Piranha Plant,Mario & Luigi: Paper Jam,BOSS_IN,
Piranha Plant,Yoshi's Woolly World / Poochy & Yoshi's Woolly World,BOSS_IN,
Piranha Plant,Paper Mario: Color Splash,BOSS_IN,
Piranha Plant,Super Mario Land 2: 6 Golden Coins,BOSS_IN,
Piranha Plant,Mario Kart DS,BOSS_IN,
Piranha Plant,Mario Party 6,BOSS_IN,
Piranha Plant,Mario & Luigi: Brothership,BOSS_IN,
Piranha Plant,Yoshi's Crafted World,BOSS_IN,
Piranha Plant,Paper Mario: The Origami King,BOSS_IN,
Piranha Plant,Super Mario 64 / Super Mario 64 DS,BOSS_IN,
Piranha Plant,Mario Kart Wii,BOSS_IN,
Piranha Plant,Mario Party Advance,BOSS_IN,
Piranha Plant,Super Mario Sunshine,BOSS_IN,
Piranha Plant,Mario Kart 7,BOSS_IN,
Piranha Plant,Mario Party 7,BOSS_IN,
Piranha Plant,New Super Mario Bros.,BOSS_IN,
Piranha Plant,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN,
Piranha Plant,Mario Party 8,BOSS_IN,
Piranha Plant,Super Mario Galaxy,BOSS_IN,
Piranha Plant,Mario Kart Tour,BOSS_IN,
Piranha Plant,Mario Party DS,BOSS_IN,
Piranha Plant,New Super Mario Bros. Wii,BOSS_IN,
Piranha Plant,Mario Kart Live: Home Circuit,BOSS_IN,
Piranha Plant,Mario Party 9,BOSS_IN,
Piranha Plant,Super Mario Galaxy 2,BOSS_IN,
Piranha Plant,Mario Kart World,BOSS_IN,
Piranha Plant,Mario Party: Island Tour,BOSS_IN,
Piranha Plant,Super Mario 3D Land,BOSS_IN,
Piranha Plant,Mario Party 10,BOSS_IN,
Piranha Plant,New Super Mario Bros. 2,BOSS_IN,
Piranha Plant,Mario Party: Star Rush,BOSS_IN,
Piranha Plant,New Super Mario Bros. U,BOSS_IN,
Piranha Plant,Super Mario Party,BOSS_IN,
Piranha Plant,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN,
Piranha Plant,Mario Party Superstars,BOSS_IN,
Piranha Plant,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,BOSS_IN,
Piranha Plant,Super Mario Run,BOSS_IN,
Piranha Plant,Super Mario Odyssey,BOSS_IN,
Piranha Plant,Super Mario Bros. Wonder,BOSS_IN,
Rawk Hawk,Paper Mario: The Thousand-Year Door,BOSS_IN,
Rawk Hawk,Super Paper Mario,BOSS_IN,
Reznor,Super Mario World,BOSS_IN,
Reznor,New Super Mario Bros. 2,BOSS_IN,
Salvo the Slime,Mario Party 4,BOSS_IN,Slime Drop
Salvo the Slime,Mario Party Advance,BOSS_IN,Slime Drop
Roy,Super Mario Bros. 3,BOSS_IN,Koopa
Roy,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN,Koopa
Roy,Mario & Luigi: Superstar Saga,BOSS_IN,Koopa
Roy,Super Smash Bros. for Nintendo 3DS / Super Smash Bros. for Wii U,BOSS_IN,Koopa
Roy,Super Mario World,BOSS_IN,Koopa
Roy,Mario Kart Tour,BOSS_IN,Koopa
Roy,Mario & Luigi: Paper Jam,BOSS_IN,Koopa
Roy,Super Smash Bros. Ultimate,BOSS_IN,Koopa
Roy,New Super Mario Bros. Wii,BOSS_IN,Koopa
Roy,Mario Kart Live: Home Circuit,BOSS_IN,Koopa
Roy,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,Koopa
Roy,New Super Mario Bros. 2,BOSS_IN,Koopa
Roy,Mario Kart World,BOSS_IN,Koopa
Roy,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,Koopa
Roy,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN,Koopa
Roy,Super Mario Maker 2,BOSS_IN,Koopa
Shroob,Mario & Luigi: Partners in Time,BOSS_IN,
Shroob,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,
Shroob,Mario & Luigi: Dream Team,BOSS_IN,
Shroob,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,
Shroob,Mario & Luigi: Brothership,BOSS_IN,
Shy Guy Tower,Paper Mario,BOSS_IN,
Shy Guy Tower,Paper Mario: Color Splash,BOSS_IN,
Sledge Bro,Super Mario Bros. 3,BOSS_IN,
Sledge Bro,Mario Kart Wii,BOSS_IN,
Sledge Bro,Mario Party 10,BOSS_IN,
Sledge Bro,Paper Mario: Color Splash,BOSS_IN,
Sledge Bro,New Super Mario Bros.,BOSS_IN,
Sledge Bro,Mario Kart World,BOSS_IN,
Sledge Bro,Super Mario Party Jamboree,BOSS_IN,
Sledge Bro,Paper Mario: The Origami King,BOSS_IN,
Sledge Bro,New Super Mario Bros. Wii,BOSS_IN,
Sledge Bro,New Super Mario Bros. 2,BOSS_IN,
Sledge Bro,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN,
Sledge Bro,Super Mario Maker subseries,BOSS_IN,
Lakilester,Paper Mario,BOSS_IN,Lakitu
Lakilester,Super Paper Mario,BOSS_IN,Lakitu
Spike,Super Mario Bros. 3,BOSS_IN,
Spike,Mario Party 9,BOSS_IN,
Spike,Mario & Luigi: Paper Jam,BOSS_IN,
Spike,Paper Mario: Sticker Star,BOSS_IN,
Spike,New Super Mario Bros.,BOSS_IN,
Spike,Mario Party: Island Tour,BOSS_IN,
Spike,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,
Spike,Paper Mario: Color Splash,BOSS_IN,
Spike,New Super Mario Bros. Wii,BOSS_IN,
Spike,Mario Party 10,BOSS_IN,
Spike,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,
Spike,Paper Mario: The Origami King,BOSS_IN,
Spike,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN,
Spike,Mario Party: Star Rush,BOSS_IN,
Spike,Mario & Luigi: Brothership,BOSS_IN,
Spike,Super Mario 3D World,BOSS_IN,
Spike,Super Mario Party,BOSS_IN,
Spike,Super Mario Run,BOSS_IN,
Spike,Super Mario Party Jamboree,BOSS_IN,
Spike,Super Mario Maker 2,BOSS_IN,
Spike,Super Mario Bros. Wonder,BOSS_IN,
Giant Bowser,Super Mario Sunshine,BOSS_IN,
Giant Bowser,Mario Party 5,BOSS_IN,
Giant Bowser,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,
Giant Bowser,Paper Mario,BOSS_IN,
Giant Bowser,New Super Mario Bros.,BOSS_IN,
Giant Bowser,Mario Party 9,BOSS_IN,
Giant Bowser,Mario & Luigi: Dream Team,BOSS_IN,
Giant Bowser,Paper Mario: The Thousand-Year Door,BOSS_IN,
Giant Bowser,New Super Mario Bros. Wii,BOSS_IN,
Giant Bowser,Mario Party 10,BOSS_IN,
Giant Bowser,Super Paper Mario,BOSS_IN,
Giant Bowser,Super Mario Galaxy 2,BOSS_IN,
Giant Bowser,Paper Mario: Sticker Star,BOSS_IN,
Giant Bowser,New Super Mario Bros. 2,BOSS_IN,
Giant Bowser,Paper Mario: Color Splash,BOSS_IN,
Giant Bowser,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN,
Giant Bowser,Super Mario 3D World + Bowser's Fury,BOSS_IN,
Tatanga,Super Mario Land,BOSS_IN,Alien
Tatanga,Super Mario Land 2: 6 Golden Coins,BOSS_IN,Alien
Thwomp,Super Mario Bros. 3,BOSS_IN,
Thwomp,Super Mario Kart,BOSS_IN,
Thwomp,Mario Party,BOSS_IN,
Thwomp,Mario vs. Donkey Kong,BOSS_IN,
Thwomp,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,
Thwomp,Paper Mario,BOSS_IN,
Thwomp,Mario vs. Donkey Kong,BOSS_IN,
Thwomp,Mario vs. Donkey Kong,BOSS_IN,
Thwomp,Super Mario World,BOSS_IN,
Thwomp,Mario Kart 64,BOSS_IN,
Thwomp,Mario Party 2,BOSS_IN,
Thwomp,Mario vs. Donkey Kong 2: March of the Minis,BOSS_IN,
Thwomp,Mario & Luigi: Partners in Time,BOSS_IN,
Thwomp,Paper Mario: The Thousand-Year Door,BOSS_IN,
Thwomp,Mario vs. Donkey Kong 2: March of the Minis,BOSS_IN,
Thwomp,Mario vs. Donkey Kong 2: March of the Minis,BOSS_IN,
Thwomp,Super Mario 64 / Super Mario 64 DS,BOSS_IN,
Thwomp,Mario Kart: Super Circuit,BOSS_IN,
Thwomp,Mario Party 3,BOSS_IN,
Thwomp,Mario vs. Donkey Kong: Minis March Again!,BOSS_IN,
Thwomp,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,
Thwomp,Super Paper Mario,BOSS_IN,
Thwomp,Mario vs. Donkey Kong: Minis March Again!,BOSS_IN,
Thwomp,Mario vs. Donkey Kong: Minis March Again!,BOSS_IN,
Thwomp,New Super Mario Bros.,BOSS_IN,
Thwomp,Mario Kart: Double Dash!!,BOSS_IN,
Thwomp,Mario Party 4,BOSS_IN,
Thwomp,Mario vs. Donkey Kong: Mini-Land Mayhem!,BOSS_IN,
Thwomp,Mario & Luigi: Dream Team,BOSS_IN,
Thwomp,Paper Mario: Color Splash,BOSS_IN,
Thwomp,Mario vs. Donkey Kong: Mini-Land Mayhem!,BOSS_IN,
Thwomp,Mario vs. Donkey Kong: Mini-Land Mayhem!,BOSS_IN,
Thwomp,Super Mario Galaxy,BOSS_IN,
Thwomp,Mario Kart DS,BOSS_IN,
Thwomp,Mario Party 5,BOSS_IN,
Thwomp,Mario vs. Donkey Kong: Tipping Stars,BOSS_IN,
Thwomp,Mario & Luigi: Paper Jam,BOSS_IN,
Thwomp,Paper Mario: The Origami King,BOSS_IN,
Thwomp,Mario vs. Donkey Kong: Tipping Stars,BOSS_IN,
Thwomp,Mario vs. Donkey Kong: Tipping Stars,BOSS_IN,
Thwomp,New Super Mario Bros. Wii,BOSS_IN,
Thwomp,Mario Kart Wii,BOSS_IN,
Thwomp,Mario Party 6,BOSS_IN,
Thwomp,Super Mario Galaxy 2,BOSS_IN,
Thwomp,Mario Kart Arcade GP subseries,BOSS_IN,
Thwomp,Mario Party Advance,BOSS_IN,
Thwomp,Super Mario 3D Land,BOSS_IN,
Thwomp,Mario Kart 7,BOSS_IN,
Thwomp,Mario Party 7,BOSS_IN,
Thwomp,New Super Mario Bros. 2,BOSS_IN,
Thwomp,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN,
Thwomp,Mario Party 8,BOSS_IN,
Thwomp,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN,
Thwomp,Mario Kart Tour,BOSS_IN,
Thwomp,Mario Party DS,BOSS_IN,
Thwomp,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN,
Thwomp,Mario Party 9,BOSS_IN,
Thwomp,Super Mario Maker / Super Mario Maker for Nintendo 3DS,BOSS_IN,
Thwomp,Mario Party: Island Tour,BOSS_IN,
Thwomp,Super Mario Run,BOSS_IN,
Thwomp,Mario Party: The Top 100,BOSS_IN,
Thwomp,Super Mario Maker 2,BOSS_IN,
Thwomp,Super Mario Party,BOSS_IN,
Thwomp,Super Mario Bros. Wonder,BOSS_IN,
Thwomp,Mario Party Superstars,BOSS_IN,
Thwomp,Super Mario Party Jamboree,BOSS_IN,
Tryclyde,Super Mario Bros. 2,BOSS_IN,Cobrat
Tryclyde,BS Super Mario USA,BOSS_IN,Cobrat
Tubba Blubba,Paper Mario,BOSS_IN,Spike
Tubba Blubba,Super Paper Mario,BOSS_IN,Spike
Vivian,Paper Mario: The Thousand-Year Door,BOSS_IN,
Vivian,Super Paper Mario,BOSS_IN,
Wart,Super Mario Bros. 2 / Super Mario Advance,BOSS_IN,Toad
Wart,BS Super Mario USA,BOSS_IN,Toad
Wart,Super Mario Maker 2,BOSS_IN,Toad
Whacka,Paper Mario,BOSS_IN,
Whacka,Paper Mario: The Thousand-Year Door,BOSS_IN,
Whacka,Super Paper Mario,BOSS_IN,
Whomp King,Super Mario 64 / Super Mario 64 DS,BOSS_IN,Whomp
Whomp King,Super Mario Galaxy 2,BOSS_IN,Whomp
Waluigi,Super Mario Maker,BOSS_IN,Human
Waluigi,Mario Kart: Double Dash!!,BOSS_IN,Human
Waluigi,Super Smash Bros. Melee,BOSS_IN,Human
Waluigi,Mario Golf: Toadstool Tour,BOSS_IN,Human
Waluigi,Mario Tennis,BOSS_IN,Human
Waluigi,Mario Superstar Baseball,BOSS_IN,Human
Waluigi,Mario & Sonic at the Olympic Games,BOSS_IN,Human
Waluigi,Super Mario Odyssey,BOSS_IN,Human
Waluigi,Mario Kart Arcade GP,BOSS_IN,Human
Waluigi,Super Smash Bros. Brawl,BOSS_IN,Human
Waluigi,Mario Golf: Advance Tour,BOSS_IN,Human
Waluigi,Mario Power Tennis,BOSS_IN,Human
Waluigi,Mario Super Sluggers,BOSS_IN,Human
Waluigi,Mario & Sonic at the Olympic Winter Games,BOSS_IN,Human
Waluigi,Mario Kart DS,BOSS_IN,Human
Waluigi,Super Smash Bros. for Nintendo 3DS / Wii U,BOSS_IN,Human
Waluigi,Mario Golf: World Tour,BOSS_IN,Human
Waluigi,Mario Tennis: Power Tour,BOSS_IN,Human
Waluigi,Mario & Sonic at the London 2012 Olympic Games,BOSS_IN,Human
Waluigi,Mario Kart Arcade GP 2,BOSS_IN,Human
Waluigi,Super Smash Bros. Ultimate,BOSS_IN,Human
Waluigi,Mario Golf: Super Rush,BOSS_IN,Human
Waluigi,Mario Tennis Open,BOSS_IN,Human
Waluigi,Mario & Sonic at the Sochi 2014 Olympic Winter Games,BOSS_IN,Human
Waluigi,Mario Kart Wii,BOSS_IN,Human
Waluigi,Mario Tennis: Ultra Smash,BOSS_IN,Human
Waluigi,Mario & Sonic at the Rio 2016 Olympic Games,BOSS_IN,Human
Waluigi,Mario Kart 7,BOSS_IN,Human
Waluigi,Mario Tennis Aces,BOSS_IN,Human
Waluigi,Mario & Sonic at the Olympic Games Tokyo 2020 / Mario & Sonic at the Olympic Games Tokyo 2020 - Arcade Edition,BOSS_IN,Human
Waluigi,Mario Kart Arcade GP DX,BOSS_IN,Human
Waluigi,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN,Human
Waluigi,Mario Kart Tour,BOSS_IN,Human
Waluigi,Mario Kart World,BOSS_IN,Human
Whomp,Super Mario 64 / Super Mario 64 DS,BOSS_IN,
Whomp,Mario Kart Tour,BOSS_IN,
Whomp,Mario Party,BOSS_IN,
Whomp,Mario & Luigi: Paper Jam,BOSS_IN,
Whomp,New Super Mario Bros.,BOSS_IN,
Whomp,Mario Kart 8 Deluxe,BOSS_IN,
Whomp,Mario Party 2,BOSS_IN,
Whomp,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,
Whomp,Super Mario Galaxy 2,BOSS_IN,
Whomp,Mario Kart World,BOSS_IN,
Whomp,Mario Party 3,BOSS_IN,
Whomp,New Super Mario Bros. 2,BOSS_IN,
Whomp,Mario Party 4,BOSS_IN,
Whomp,Mario Party 5,BOSS_IN,
Whomp,Mario Party 6,BOSS_IN,
Whomp,Mario Party Advance,BOSS_IN,
Whomp,Mario Party 7,BOSS_IN,
Whomp,Mario Party 8,BOSS_IN,
Whomp,Mario Party DS,BOSS_IN,
Whomp,Mario Party 9,BOSS_IN,
Whomp,Mario Party: Island Tour,BOSS_IN,
Whomp,Mario Party 10,BOSS_IN,
Whomp,Mario Party: The Top 100,BOSS_IN,
Whomp,Super Mario Party,BOSS_IN,
Whomp,Mario Party Superstars,BOSS_IN,
Whomp,Super Mario Party Jamboree,BOSS_IN,
Wendy,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN,Koopa
Wendy,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN,Koopa
Wendy,Mario & Luigi: Superstar Saga,BOSS_IN,Koopa
Wendy,Super Smash Bros. for Nintendo 3DS / Wii U,BOSS_IN,Koopa
Wendy,Mario & Sonic at the London 2012 Olympic Games,BOSS_IN,Koopa
Wendy,Super Mario World / Super Mario World: Super Mario Advance 2,BOSS_IN,Koopa
Wendy,Mario Kart Tour,BOSS_IN,Koopa
Wendy,Mario & Luigi: Paper Jam,BOSS_IN,Koopa
Wendy,Super Smash Bros. Ultimate,BOSS_IN,Koopa
Wendy,Mario & Sonic at the Rio 2016 Olympic Games,BOSS_IN,Koopa
Wendy,New Super Mario Bros. Wii,BOSS_IN,Koopa
Wendy,Mario Kart Live: Home Circuit,BOSS_IN,Koopa
Wendy,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,Koopa
Wendy,Mario & Sonic at the Olympic Games Tokyo 2020,BOSS_IN,Koopa
Wendy,New Super Mario Bros. 2,BOSS_IN,Koopa
Wendy,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,Koopa
Wendy,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN,Koopa
Wendy,Super Mario Maker 2,BOSS_IN,Koopa
Wiggler,Super Mario World / Super Mario World: Super Mario Advance 2,BOSS_IN,
Wiggler,Mario Kart: Double Dash!!,BOSS_IN,
Wiggler,Mario Party 2,BOSS_IN,
Wiggler,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,
Wiggler,Super Mario 64 / Super Mario 64 DS,BOSS_IN,
Wiggler,Mario Kart DS,BOSS_IN,
Wiggler,Mario Party 3,BOSS_IN,
Wiggler,Mario & Luigi: Partners in Time,BOSS_IN,
Wiggler,Super Mario Sunshine,BOSS_IN,
Wiggler,Mario Kart Wii,BOSS_IN,
Wiggler,Mario Party 5,BOSS_IN,
Wiggler,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,
Wiggler,Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN,
Wiggler,Mario Kart 7,BOSS_IN,
Wiggler,Mario Party 6,BOSS_IN,
Wiggler,Mario & Luigi: Dream Team,BOSS_IN,
Wiggler,New Super Mario Bros.,BOSS_IN,
Wiggler,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN,
Wiggler,Mario Party 7,BOSS_IN,
Wiggler,Mario & Luigi: Paper Jam,BOSS_IN,
Wiggler,Super Mario Galaxy,BOSS_IN,
Wiggler,Mario Kart Tour,BOSS_IN,
Wiggler,Mario Party 8,BOSS_IN,
Wiggler,Mario & Luigi: Brothership,BOSS_IN,
Wiggler,New Super Mario Bros. Wii,BOSS_IN,
Wiggler,Mario Kart World,BOSS_IN,
Wiggler,Mario Party DS,BOSS_IN,
Wiggler,Super Mario Galaxy 2,BOSS_IN,
Wiggler,Mario Party 9,BOSS_IN,
Wiggler,New Super Mario Bros. 2,BOSS_IN,
Wiggler,Mario Party: Island Tour,BOSS_IN,
Wiggler,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN,
Wiggler,Mario Party 10,BOSS_IN,
Wiggler,Super Mario Maker / Super Mario Maker for Nintendo 3DS,BOSS_IN,
Wiggler,Mario Party: Star Rush,BOSS_IN,
Wiggler,Super Mario Odyssey,BOSS_IN,
Wiggler,Mario Party: The Top 100,BOSS_IN,
Wiggler,Super Mario Maker 2,BOSS_IN,
Wiggler,Super Mario Party,BOSS_IN,
Wiggler,Super Mario Bros. Wonder,BOSS_IN,
Wiggler,Super Mario Party Jamboree,BOSS_IN,
